fomc,ff.shock.0
30-Jul-2014,0.0228645322267812
17-Sep-2014,0.0157372172888582
29-Oct-2014,0.042801676308012
17-Dec-2014,0.0279279822068196
28-Jan-2015,0.00337128486166623
18-Mar-2015,-0.0586483789629817
29-Apr-2015,0.0152206571288314
17-Jun-2015,-0.0144778796544871
29-Jul-2015,0.0208291755849765
17-Sep-2015,-0.0763719325537627
28-Oct-2015,0.0736081376275473
16-Dec-2015,0.0424901030935197
27-Jan-2016,0.0149146425603515
16-Mar-2016,-0.0702939649355907
27-Apr-2016,0.004313152782681
15-Jun-2016,-0.018026698287849
27-Jul-2016,-0.00129536567346083
21-Sep-2016,0.00963241304637052
02-Nov-2016,0.00879759812046843
14-Dec-2016,0.0547272787106823
01-Feb-2017,0.0343500688749376
15-Mar-2017,-0.0207771333846782
03-May-2017,0.0277823750652472
14-Jun-2017,-0.00450145422891574
26-Jul-2017,-0.00961510761284135
20-Sep-2017,0.0412088840769973
01-Nov-2017,0.0266810612808841
13-Dec-2017,-0.00429199108956788
31-Jan-2018,0.0262370732089471
21-Mar-2018,0.0104692952908515
02-May-2018,0.0144535378883629
13-Jun-2018,0.0277493603242287
01-Aug-2018,0.019219156808516
26-Sep-2018,0.00859446035177616
08-Nov-2018,0.0266129141663423
19-Dec-2018,0.0325156253500211
30-Jan-2019,-0.00961510761284426
20-Mar-2019,-0.0145080106454297
01-May-2019,0.0375151330727866
19-Jun-2019,-0.0864590436522518
31-Jul-2019,0.0837532126964757
18-Sep-2019,0.00565020213973138
04-Oct-2019,0.0262820852894001
30-Oct-2019,-0.0019307008080407
11-Dec-2019,0.00800784100384281
29-Jan-2020,-0.00330831380393839
03-Mar-2020,-0.186344309160447
16-Mar-2020,-0.0465534243386249
29-Apr-2020,-0.00984449138403095
10-Jun-2020,-0.00593746148078505
29-Jul-2020,0.00478974814774676
27-Aug-2020,0.0263274329513377
16-Sep-2020,0.0152206571288285
